,Site Name,city,metric,quantity,work_date,date,month,year
3042,E,San Diego,Hours Worked,84,15/06/2015,15,Jun,2015
3043,E,San Diego,Hours Worked,84,19/06/2015,19,Jun,2015
3044,E,San Diego,Production A,31,19/06/2015,19,Jun,2015
3045,E,San Diego,Production B,12,18/06/2015,18,Jun,2015
3046,D,San Francisco,Production A,26,24/08/2015,24,Aug,2015
3047,D,San Francisco,Hours Worked,104,25/08/2015,25,Aug,2015
3048,D,San Francisco,Hours Worked,102,28/08/2015,28,Aug,2015
3049,D,San Francisco,Hours Worked,106,27/08/2015,27,Aug,2015
3050,D,San Francisco,Hours Worked,117,24/08/2015,24,Aug,2015
3051,D,San Francisco,Hours Worked,101,26/08/2015,26,Aug,2015
3052,D,San Francisco,Production A,33,03/09/2015,03,Sep,2015
3053,D,San Francisco,Hours Worked,99,31/08/2015,31,Aug,2015
3054,D,San Francisco,Hours Worked,85,04/09/2015,04,Sep,2015
3055,D,San Francisco,Hours Worked,80,02/09/2015,02,Sep,2015
3056,D,San Francisco,Hours Worked,93,03/09/2015,03,Sep,2015
3057,D,San Francisco,Hours Worked,84,01/09/2015,01,Sep,2015
3058,D,San Francisco,Production A,28,02/09/2015,02,Sep,2015
3059,D,San Francisco,Production A,50,04/09/2015,04,Sep,2015
3060,D,San Francisco,Hours Worked,103,09/09/2015,09,Sep,2015
3061,D,San Francisco,Hours Worked,89,10/09/2015,10,Sep,2015
3062,D,San Francisco,Hours Worked,117,11/09/2015,11,Sep,2015
3063,D,San Francisco,Hours Worked,92,08/09/2015,08,Sep,2015
3064,D,San Francisco,Production A,34,08/09/2015,08,Sep,2015
3065,D,San Francisco,Production A,63,09/09/2015,09,Sep,2015
3066,D,San Francisco,Production A,30,12/09/2015,12,Sep,2015
3067,F,San Mateo,Hours Worked,119,17/09/2015,17,Sep,2015
3068,F,San Mateo,Production B,13,14/09/2015,14,Sep,2015
3069,F,San Mateo,Hours Worked,92,13/09/2015,13,Sep,2015
3070,F,San Mateo,Hours Worked,154,18/09/2015,18,Sep,2015
3071,F,San Mateo,Hours Worked,85,16/09/2015,16,Sep,2015
3072,F,San Mateo,Hours Worked,101,15/09/2015,15,Sep,2015
3073,F,San Mateo,Hours Worked,101,14/09/2015,14,Sep,2015
3074,F,San Mateo,Hours Worked,142,19/09/2015,19,Sep,2015
3075,F,San Mateo,Production A,33,15/09/2015,15,Sep,2015
3076,F,San Mateo,Production A,28,17/09/2015,17,Sep,2015
3077,F,San Mateo,Production B,12,18/09/2015,18,Sep,2015
3078,F,San Mateo,Production B,18,23/09/2015,23,Sep,2015
3079,F,San Mateo,Production B,16,26/09/2015,26,Sep,2015
3080,F,San Mateo,Production A,26,21/09/2015,21,Sep,2015
3081,F,San Mateo,Production A,63,20/09/2015,20,Sep,2015
3082,F,San Mateo,Production A,51,25/09/2015,25,Sep,2015
3083,F,San Mateo,Production A,28,26/09/2015,26,Sep,2015
3084,F,San Mateo,Hours Worked,96,23/09/2015,23,Sep,2015
3085,F,San Mateo,Hours Worked,104,20/09/2015,20,Sep,2015
3086,F,San Mateo,Hours Worked,99,24/09/2015,24,Sep,2015
3087,F,San Mateo,Hours Worked,112,21/09/2015,21,Sep,2015
3088,F,San Mateo,Hours Worked,137,26/09/2015,26,Sep,2015
3089,F,San Mateo,Hours Worked,83,22/09/2015,22,Sep,2015
3090,F,San Mateo,Hours Worked,113,25/09/2015,25,Sep,2015
3091,F,San Mateo,Hours Worked,117,01/10/2015,01,Oct,2015
3092,F,San Mateo,Hours Worked,88,27/09/2015,27,Sep,2015
3093,F,San Mateo,Hours Worked,91,30/09/2015,30,Sep,2015
3094,F,San Mateo,Hours Worked,106,28/09/2015,28,Sep,2015
3095,F,San Mateo,Production B,13,27/09/2015,27,Sep,2015
3096,F,San Mateo,Hours Worked,85,29/09/2015,29,Sep,2015
3097,F,San Mateo,Hours Worked,139,03/10/2015,03,Oct,2015
3098,F,San Mateo,Hours Worked,160,02/10/2015,02,Oct,2015
3099,F,San Mateo,Production A,57,02/10/2015,02,Oct,2015
3100,F,San Mateo,Production A,36,30/09/2015,30,Sep,2015
3101,F,San Mateo,Production A,27,28/09/2015,28,Sep,2015
3102,F,San Mateo,Production A,28,27/09/2015,27,Sep,2015
3103,F,San Mateo,Production A,61,29/09/2015,29,Sep,2015
3104,G,Irvine,Production A,30,10/12/2015,10,Dec,2015
3105,G,Irvine,Production A,34,11/12/2015,11,Dec,2015
3106,G,Irvine,Production A,28,07/12/2015,07,Dec,2015
3107,G,Irvine,Production A,74,12/12/2015,12,Dec,2015
3108,G,Irvine,Hours Worked,88,07/12/2015,07,Dec,2015
3109,G,Irvine,Production B,13,12/12/2015,12,Dec,2015
3110,G,Irvine,Production B,30,07/12/2015,07,Dec,2015
3111,G,Irvine,Hours Worked,82,12/12/2015,12,Dec,2015
3112,G,Irvine,Hours Worked,80,06/12/2015,06,Dec,2015
3113,G,Irvine,Hours Worked,92,11/12/2015,11,Dec,2015
3114,G,Irvine,Hours Worked,89,10/12/2015,10,Dec,2015
3115,G,Irvine,Hours Worked,61,17/12/2015,17,Dec,2015
3116,G,Irvine,Hours Worked,120,19/12/2015,19,Dec,2015
3117,G,Irvine,Production B,16,19/12/2015,19,Dec,2015
3118,G,Irvine,Production A,26,17/12/2015,17,Dec,2015
3119,G,Irvine,Hours Worked,97,18/12/2015,18,Dec,2015
3120,G,Irvine,Production A,35,19/12/2015,19,Dec,2015
3121,G,Irvine,Hours Worked,104,20/12/2015,20,Dec,2015
3122,G,Irvine,Hours Worked,107,21/12/2015,21,Dec,2015
3123,G,Irvine,Production B,15,26/12/2015,26,Dec,2015
3124,G,Irvine,Hours Worked,110,26/12/2015,26,Dec,2015
3125,G,Irvine,Production A,34,20/12/2015,20,Dec,2015
3126,G,Irvine,Production A,138,26/12/2015,26,Dec,2015
3127,A,LA,Production A,27,07/04/2016,07,Apr,2016
3128,A,LA,Production A,29,06/04/2016,06,Apr,2016
3129,A,LA,Production B,30,08/04/2016,08,Apr,2016
3130,A,LA,Production B,25,05/04/2016,05,Apr,2016
3131,A,LA,Production B,31,06/04/2016,06,Apr,2016
3132,A,LA,Production B,17,07/04/2016,07,Apr,2016
3133,A,LA,Hours Worked,99,07/04/2016,07,Apr,2016
3134,A,LA,Hours Worked,95,08/04/2016,08,Apr,2016
3135,A,LA,Hours Worked,109,04/04/2016,04,Apr,2016
3136,C,San Diego,Production A,35,08/12/2015,08,Dec,2015
3137,C,San Diego,Hours Worked,77,06/12/2015,06,Dec,2015
3138,C,San Diego,Hours Worked,117,10/12/2015,10,Dec,2015
3139,C,San Diego,Hours Worked,80,07/12/2015,07,Dec,2015
3140,C,San Diego,Hours Worked,109,09/12/2015,09,Dec,2015
3141,C,San Diego,Hours Worked,95,08/12/2015,08,Dec,2015
3142,D,San Francisco,Hours Worked,94,21/12/2015,21,Dec,2015
3143,D,San Francisco,Production B,17,26/12/2015,26,Dec,2015
3144,D,San Francisco,Production A,29,21/12/2015,21,Dec,2015
3145,D,San Francisco,Hours Worked,92,22/12/2015,22,Dec,2015
3146,D,San Francisco,Hours Worked,110,23/12/2015,23,Dec,2015
3147,D,San Francisco,Production A,36,26/12/2015,26,Dec,2015
3148,D,San Francisco,Production A,63,22/12/2015,22,Dec,2015
3149,A,LA,Hours Worked,64,29/12/2015,29,Dec,2015
3150,A,LA,Hours Worked,96,30/12/2015,30,Dec,2015
3151,A,LA,Hours Worked,114,31/12/2015,31,Dec,2015
3152,A,LA,Production A,30,30/12/2015,30,Dec,2015
3153,B,San Diego,Hours Worked,118,28/01/2016,28,Jan,2016
3154,B,San Diego,Hours Worked,104,27/01/2016,27,Jan,2016
3155,B,San Diego,Hours Worked,122,24/01/2016,24,Jan,2016
3156,B,San Diego,Production A,56,25/01/2016,25,Jan,2016
3157,B,San Diego,Production B,36,28/01/2016,28,Jan,2016
3158,B,San Diego,Production B,17,24/01/2016,24,Jan,2016
3159,B,San Diego,Hours Worked,112,25/01/2016,25,Jan,2016
3160,B,San Diego,Production B,13,27/01/2016,27,Jan,2016
3161,B,San Diego,Production B,35,26/01/2016,26,Jan,2016
3162,B,San Diego,Production B,78,25/01/2016,25,Jan,2016
3163,B,San Diego,Hours Worked,88,26/01/2016,26,Jan,2016
3164,B,San Diego,Production A,145,28/01/2016,28,Jan,2016
3165,B,San Diego,Production A,27,26/01/2016,26,Jan,2016
3166,B,San Diego,Production A,65,27/01/2016,27,Jan,2016
3167,E,San Diego,Production A,58,25/01/2016,25,Jan,2016
3168,E,San Diego,Production A,35,29/01/2016,29,Jan,2016
3169,E,San Diego,Production A,51,30/01/2016,30,Jan,2016
3170,E,San Diego,Production A,34,28/01/2016,28,Jan,2016
3171,E,San Diego,Production B,16,28/01/2016,28,Jan,2016
3172,E,San Diego,Hours Worked,118,25/01/2016,25,Jan,2016
3173,E,San Diego,Hours Worked,81,30/01/2016,30,Jan,2016
3174,E,San Diego,Hours Worked,18,27/01/2016,27,Jan,2016
3175,E,San Diego,Hours Worked,116,26/01/2016,26,Jan,2016
3176,E,San Diego,Production B,46,26/01/2016,26,Jan,2016
3177,E,San Diego,Production B,12,25/01/2016,25,Jan,2016
3178,E,San Diego,Production B,50,30/01/2016,30,Jan,2016
3179,E,San Diego,Production B,80,29/01/2016,29,Jan,2016
3180,E,San Diego,Hours Worked,102,29/01/2016,29,Jan,2016
3181,E,San Diego,Hours Worked,108,28/01/2016,28,Jan,2016
3182,D,San Francisco,Production B,34,09/02/2016,09,Feb,2016
3183,D,San Francisco,Production B,27,11/02/2016,11,Feb,2016
3184,D,San Francisco,Hours Worked,86,12/02/2016,12,Feb,2016
3185,D,San Francisco,Hours Worked,87,09/02/2016,09,Feb,2016
3186,D,San Francisco,Hours Worked,88,11/02/2016,11,Feb,2016
3187,D,San Francisco,Hours Worked,117,08/02/2016,08,Feb,2016
3188,D,San Francisco,Hours Worked,81,10/02/2016,10,Feb,2016
3189,D,San Francisco,Production A,32,10/02/2016,10,Feb,2016
3190,D,San Francisco,Production A,118,11/02/2016,11,Feb,2016
3191,F,San Mateo,Production A,29,07/02/2016,07,Feb,2016
3192,F,San Mateo,Production A,29,10/02/2016,10,Feb,2016
3193,F,San Mateo,Production A,33,08/02/2016,08,Feb,2016
3194,F,San Mateo,Hours Worked,98,11/02/2016,11,Feb,2016
3195,F,San Mateo,Hours Worked,89,10/02/2016,10,Feb,2016
3196,F,San Mateo,Hours Worked,77,07/02/2016,07,Feb,2016
3197,F,San Mateo,Hours Worked,100,08/02/2016,08,Feb,2016
3198,F,San Mateo,Production B,24,10/02/2016,10,Feb,2016
3199,F,San Mateo,Production B,30,13/02/2016,13,Feb,2016
3200,F,San Mateo,Production B,31,08/02/2016,08,Feb,2016
3201,F,San Mateo,Hours Worked,115,13/02/2016,13,Feb,2016
3202,F,San Mateo,Production A,27,30/03/2016,30,Mar,2016
3203,F,San Mateo,Production A,58,27/03/2016,27,Mar,2016
3204,F,San Mateo,Hours Worked,129,27/03/2016,27,Mar,2016
3205,F,San Mateo,Hours Worked,105,30/03/2016,30,Mar,2016
3206,F,San Mateo,Hours Worked,115,31/03/2016,31,Mar,2016
3207,F,San Mateo,Hours Worked,105,28/03/2016,28,Mar,2016
3208,F,San Mateo,Production B,14,02/04/2016,02,Apr,2016
3209,F,San Mateo,Production B,14,30/03/2016,30,Mar,2016
3210,F,San Mateo,Production B,16,31/03/2016,31,Mar,2016
3211,F,San Mateo,Production B,35,28/03/2016,28,Mar,2016
3212,F,San Mateo,Production A,110,02/04/2016,02,Apr,2016
3213,F,San Mateo,Hours Worked,108,02/04/2016,02,Apr,2016
3214,G,Irvine,Hours Worked,82,10/04/2016,10,Apr,2016
3215,G,Irvine,Hours Worked,100,15/04/2016,15,Apr,2016
3216,G,Irvine,Hours Worked,95,14/04/2016,14,Apr,2016
3217,G,Irvine,Hours Worked,109,11/04/2016,11,Apr,2016
3218,G,Irvine,Hours Worked,106,16/04/2016,16,Apr,2016
3219,G,Irvine,Production B,43,14/04/2016,14,Apr,2016
3220,G,Irvine,Production B,29,15/04/2016,15,Apr,2016
3221,G,Irvine,Production B,45,11/04/2016,11,Apr,2016
3222,G,Irvine,Production A,25,10/04/2016,10,Apr,2016
3223,G,Irvine,Production A,37,13/04/2016,13,Apr,2016
3224,G,Irvine,Production A,33,16/04/2016,16,Apr,2016
3225,D,San Francisco,Production B,15,17/04/2016,17,Apr,2016
3226,D,San Francisco,Production B,12,22/04/2016,22,Apr,2016
3227,D,San Francisco,Production B,30,20/04/2016,20,Apr,2016
3228,D,San Francisco,Production B,16,21/04/2016,21,Apr,2016
3229,D,San Francisco,Hours Worked,83,19/04/2016,19,Apr,2016
3230,D,San Francisco,Hours Worked,91,20/04/2016,20,Apr,2016
3231,D,San Francisco,Hours Worked,103,21/04/2016,21,Apr,2016
3232,D,San Francisco,Hours Worked,110,18/04/2016,18,Apr,2016
3233,C,San Diego,Production B,16,29/12/2015,29,Dec,2015
3234,C,San Diego,Production B,13,28/12/2015,28,Dec,2015
3235,C,San Diego,Production A,26,28/12/2015,28,Dec,2015
3236,C,San Diego,Production A,101,30/12/2015,30,Dec,2015
3237,B,San Diego,Production B,13,05/01/2016,05,Jan,2016
3238,B,San Diego,Production B,35,03/01/2016,03,Jan,2016
3239,B,San Diego,Production B,13,04/01/2016,04,Jan,2016
3240,B,San Diego,Hours Worked,88,03/01/2016,03,Jan,2016
3241,B,San Diego,Hours Worked,90,04/01/2016,04,Jan,2016
3242,B,San Diego,Hours Worked,95,08/01/2016,08,Jan,2016
3243,B,San Diego,Hours Worked,118,06/01/2016,06,Jan,2016
3244,B,San Diego,Hours Worked,103,05/01/2016,05,Jan,2016
3245,B,San Diego,Production A,64,05/01/2016,05,Jan,2016
3246,B,San Diego,Production A,60,04/01/2016,04,Jan,2016
3247,B,San Diego,Production A,65,06/01/2016,06,Jan,2016
3248,B,San Diego,Production A,71,08/01/2016,08,Jan,2016
3249,B,San Diego,Production B,35,06/01/2016,06,Jan,2016
3250,E,San Diego,Production A,28,05/01/2016,05,Jan,2016
3251,E,San Diego,Production A,73,07/01/2016,07,Jan,2016
3252,E,San Diego,Production A,67,04/01/2016,04,Jan,2016
3253,E,San Diego,Production A,27,08/01/2016,08,Jan,2016
3254,E,San Diego,Hours Worked,120,07/01/2016,07,Jan,2016
3255,E,San Diego,Hours Worked,30,06/01/2016,06,Jan,2016
3256,E,San Diego,Production B,35,04/01/2016,04,Jan,2016
3257,E,San Diego,Production B,18,05/01/2016,05,Jan,2016
3258,E,San Diego,Production B,13,06/01/2016,06,Jan,2016
3259,E,San Diego,Hours Worked,87,08/01/2016,08,Jan,2016
3260,E,San Diego,Hours Worked,94,05/01/2016,05,Jan,2016
3261,E,San Diego,Hours Worked,77,04/01/2016,04,Jan,2016
3262,D,San Francisco,Production A,35,12/01/2016,12,Jan,2016
3263,D,San Francisco,Production B,16,13/01/2016,13,Jan,2016
3264,D,San Francisco,Production B,14,14/01/2016,14,Jan,2016
3265,D,San Francisco,Production A,37,11/01/2016,11,Jan,2016
3266,D,San Francisco,Production B,14,16/01/2016,16,Jan,2016
3267,D,San Francisco,Production B,31,11/01/2016,11,Jan,2016
3268,D,San Francisco,Production B,13,15/01/2016,15,Jan,2016
3269,D,San Francisco,Hours Worked,117,12/01/2016,12,Jan,2016
3270,D,San Francisco,Hours Worked,108,13/01/2016,13,Jan,2016
3271,D,San Francisco,Hours Worked,117,11/01/2016,11,Jan,2016
3272,D,San Francisco,Hours Worked,81,15/01/2016,15,Jan,2016
3273,D,San Francisco,Hours Worked,105,14/01/2016,14,Jan,2016
3274,D,San Francisco,Production A,31,15/01/2016,15,Jan,2016
3275,D,San Francisco,Production A,27,14/01/2016,14,Jan,2016
3276,D,San Francisco,Production A,31,21/01/2016,21,Jan,2016
3277,D,San Francisco,Production B,28,19/01/2016,19,Jan,2016
3278,D,San Francisco,Production B,16,21/01/2016,21,Jan,2016
3279,D,San Francisco,Hours Worked,94,22/01/2016,22,Jan,2016
3280,D,San Francisco,Hours Worked,101,20/01/2016,20,Jan,2016
3281,D,San Francisco,Hours Worked,84,21/01/2016,21,Jan,2016
3282,D,San Francisco,Hours Worked,102,19/01/2016,19,Jan,2016
3283,F,San Mateo,Production A,103,20/01/2016,20,Jan,2016
3284,F,San Mateo,Production A,28,23/01/2016,23,Jan,2016
3285,F,San Mateo,Hours Worked,123,22/01/2016,22,Jan,2016
3286,F,San Mateo,Production B,27,23/01/2016,23,Jan,2016
3287,F,San Mateo,Hours Worked,118,20/01/2016,20,Jan,2016
3288,F,San Mateo,Production A,74,22/01/2016,22,Jan,2016
3289,F,San Mateo,Production A,27,17/01/2016,17,Jan,2016
3290,F,San Mateo,Hours Worked,90,17/01/2016,17,Jan,2016
3291,F,San Mateo,Hours Worked,106,23/01/2016,23,Jan,2016
3292,D,San Francisco,Production A,108,30/03/2016,30,Mar,2016
3293,D,San Francisco,Production A,53,31/03/2016,31,Mar,2016
3294,D,San Francisco,Production A,74,29/03/2016,29,Mar,2016
3295,D,San Francisco,Production B,13,02/04/2016,02,Apr,2016
3296,D,San Francisco,Production B,17,28/03/2016,28,Mar,2016
3297,D,San Francisco,Production B,30,30/03/2016,30,Mar,2016
3298,D,San Francisco,Hours Worked,89,29/03/2016,29,Mar,2016
3299,D,San Francisco,Hours Worked,114,30/03/2016,30,Mar,2016
3300,D,San Francisco,Hours Worked,89,31/03/2016,31,Mar,2016
3301,D,San Francisco,Hours Worked,114,01/04/2016,01,Apr,2016
3302,D,San Francisco,Hours Worked,108,28/03/2016,28,Mar,2016
3303,F,San Mateo,Production A,28,22/04/2016,22,Apr,2016
3304,F,San Mateo,Production A,62,18/04/2016,18,Apr,2016
3305,F,San Mateo,Production B,13,18/04/2016,18,Apr,2016
3306,F,San Mateo,Production B,28,23/04/2016,23,Apr,2016
3307,F,San Mateo,Production A,36,20/04/2016,20,Apr,2016
3308,F,San Mateo,Production A,105,23/04/2016,23,Apr,2016
3309,F,San Mateo,Production B,33,20/04/2016,20,Apr,2016
3310,F,San Mateo,Production B,14,17/04/2016,17,Apr,2016
3311,F,San Mateo,Hours Worked,104,20/04/2016,20,Apr,2016
3312,F,San Mateo,Hours Worked,92,17/04/2016,17,Apr,2016
3313,F,San Mateo,Hours Worked,85,21/04/2016,21,Apr,2016
3314,F,San Mateo,Hours Worked,108,18/04/2016,18,Apr,2016
3315,F,San Mateo,Hours Worked,133,22/04/2016,22,Apr,2016
3316,F,San Mateo,Hours Worked,112,23/04/2016,23,Apr,2016
3317,F,San Mateo,Production A,52,29/04/2016,29,Apr,2016
3318,F,San Mateo,Production A,30,27/04/2016,27,Apr,2016
3319,F,San Mateo,Production A,77,24/04/2016,24,Apr,2016
3320,F,San Mateo,Hours Worked,114,27/04/2016,27,Apr,2016
3321,F,San Mateo,Hours Worked,96,24/04/2016,24,Apr,2016
3322,F,San Mateo,Hours Worked,95,28/04/2016,28,Apr,2016
3323,F,San Mateo,Hours Worked,89,29/04/2016,29,Apr,2016
3324,F,San Mateo,Production A,26,25/04/2016,25,Apr,2016
3325,F,San Mateo,Production B,30,29/04/2016,29,Apr,2016
3326,F,San Mateo,Production B,29,25/04/2016,25,Apr,2016
3327,F,San Mateo,Hours Worked,106,25/04/2016,25,Apr,2016
3328,B,San Diego,Hours Worked,24,24/12/2015,24,Dec,2015
3329,B,San Diego,Hours Worked,109,23/12/2015,23,Dec,2015
3330,B,San Diego,Hours Worked,104,20/12/2015,20,Dec,2015
3331,B,San Diego,Hours Worked,119,21/12/2015,21,Dec,2015
3332,B,San Diego,Production B,16,21/12/2015,21,Dec,2015
3333,B,San Diego,Production B,35,23/12/2015,23,Dec,2015
3334,B,San Diego,Production A,29,20/12/2015,20,Dec,2015
3335,B,San Diego,Production A,33,23/12/2015,23,Dec,2015
3336,C,San Diego,Hours Worked,116,22/12/2015,22,Dec,2015
3337,C,San Diego,Hours Worked,91,20/12/2015,20,Dec,2015
3338,C,San Diego,Hours Worked,84,23/12/2015,23,Dec,2015
3339,C,San Diego,Hours Worked,119,21/12/2015,21,Dec,2015
3340,C,San Diego,Hours Worked,38,24/12/2015,24,Dec,2015
3341,C,San Diego,Production A,32,22/12/2015,22,Dec,2015
3342,C,San Diego,Production A,32,24/12/2015,24,Dec,2015
3343,C,San Diego,Production A,31,20/12/2015,20,Dec,2015
3344,C,San Diego,Production A,34,21/12/2015,21,Dec,2015
3345,C,San Diego,Production B,13,23/12/2015,23,Dec,2015
3346,D,San Francisco,Production B,25,04/01/2016,04,Jan,2016
3347,D,San Francisco,Production A,28,05/01/2016,05,Jan,2016
3348,D,San Francisco,Production A,58,06/01/2016,06,Jan,2016
3349,D,San Francisco,Production A,58,08/01/2016,08,Jan,2016
3350,D,San Francisco,Production A,54,07/01/2016,07,Jan,2016
3351,D,San Francisco,Hours Worked,105,07/01/2016,07,Jan,2016
3352,D,San Francisco,Hours Worked,86,04/01/2016,04,Jan,2016
3353,D,San Francisco,Hours Worked,92,08/01/2016,08,Jan,2016
3354,D,San Francisco,Hours Worked,119,05/01/2016,05,Jan,2016
3355,D,San Francisco,Hours Worked,118,06/01/2016,06,Jan,2016
3356,E,San Diego,Production B,15,14/01/2016,14,Jan,2016
3357,E,San Diego,Production B,16,15/01/2016,15,Jan,2016
3358,E,San Diego,Hours Worked,93,14/01/2016,14,Jan,2016
3359,F,San Mateo,Production A,28,25/01/2016,25,Jan,2016
3360,F,San Mateo,Production A,36,27/01/2016,27,Jan,2016
3361,F,San Mateo,Production A,104,30/01/2016,30,Jan,2016
3362,F,San Mateo,Hours Worked,90,25/01/2016,25,Jan,2016
3363,F,San Mateo,Hours Worked,69,24/01/2016,24,Jan,2016
3364,F,San Mateo,Hours Worked,127,27/01/2016,27,Jan,2016
3365,F,San Mateo,Hours Worked,83,28/01/2016,28,Jan,2016
3366,F,San Mateo,Hours Worked,35,26/01/2016,26,Jan,2016
3367,F,San Mateo,Hours Worked,131,30/01/2016,30,Jan,2016
3368,F,San Mateo,Production B,17,25/01/2016,25,Jan,2016
3369,G,Irvine,Hours Worked,111,12/02/2016,12,Feb,2016
3370,G,Irvine,Hours Worked,115,09/02/2016,09,Feb,2016
3371,G,Irvine,Hours Worked,99,13/02/2016,13,Feb,2016
3372,G,Irvine,Hours Worked,115,08/02/2016,08,Feb,2016
3373,G,Irvine,Hours Worked,97,07/02/2016,07,Feb,2016
3374,G,Irvine,Production B,16,08/02/2016,08,Feb,2016
3375,G,Irvine,Production A,35,13/02/2016,13,Feb,2016
3376,G,Irvine,Production A,30,09/02/2016,09,Feb,2016
3377,G,Irvine,Production A,33,08/02/2016,08,Feb,2016
3378,G,Irvine,Production A,35,07/02/2016,07,Feb,2016
3379,A,LA,Production A,33,26/02/2016,26,Feb,2016
3380,A,LA,Production A,34,24/02/2016,24,Feb,2016
3381,A,LA,Hours Worked,105,26/02/2016,26,Feb,2016
3382,A,LA,Hours Worked,91,24/02/2016,24,Feb,2016
3383,A,LA,Hours Worked,101,22/02/2016,22,Feb,2016
3384,A,LA,Hours Worked,101,25/02/2016,25,Feb,2016
3385,A,LA,Hours Worked,89,23/02/2016,23,Feb,2016
3386,A,LA,Production B,14,24/02/2016,24,Feb,2016
3387,A,LA,Production B,15,26/02/2016,26,Feb,2016
3388,A,LA,Production B,14,22/02/2016,22,Feb,2016
3389,A,LA,Production B,12,23/02/2016,23,Feb,2016
3390,B,San Diego,Production A,35,29/03/2016,29,Mar,2016
3391,B,San Diego,Production A,34,30/03/2016,30,Mar,2016
3392,B,San Diego,Production A,32,28/03/2016,28,Mar,2016
3393,B,San Diego,Hours Worked,117,01/04/2016,01,Apr,2016
3394,B,San Diego,Hours Worked,71,27/03/2016,27,Mar,2016
3395,B,San Diego,Hours Worked,117,28/03/2016,28,Mar,2016
3396,B,San Diego,Hours Worked,116,29/03/2016,29,Mar,2016
3397,B,San Diego,Hours Worked,103,30/03/2016,30,Mar,2016
3398,B,San Diego,Production B,16,01/04/2016,01,Apr,2016
3399,B,San Diego,Production B,67,28/03/2016,28,Mar,2016
3400,B,San Diego,Production B,52,29/03/2016,29,Mar,2016
3401,B,San Diego,Production B,14,30/03/2016,30,Mar,2016
3402,E,San Diego,Hours Worked,86,01/04/2016,01,Apr,2016
3403,E,San Diego,Hours Worked,93,28/03/2016,28,Mar,2016
3404,E,San Diego,Hours Worked,124,29/03/2016,29,Mar,2016
3405,E,San Diego,Hours Worked,111,31/03/2016,31,Mar,2016
3406,E,San Diego,Hours Worked,110,02/04/2016,02,Apr,2016
3407,E,San Diego,Production B,15,31/03/2016,31,Mar,2016
3408,E,San Diego,Production B,18,01/04/2016,01,Apr,2016
3409,E,San Diego,Production B,41,28/03/2016,28,Mar,2016
3410,E,San Diego,Production B,34,29/03/2016,29,Mar,2016
3411,E,San Diego,Production B,13,30/03/2016,30,Mar,2016
3412,E,San Diego,Production A,138,02/04/2016,02,Apr,2016
3413,E,San Diego,Production A,26,28/03/2016,28,Mar,2016
3414,E,San Diego,Production A,62,01/04/2016,01,Apr,2016
3415,D,San Francisco,Hours Worked,111,13/04/2016,13,Apr,2016
3416,D,San Francisco,Hours Worked,115,14/04/2016,14,Apr,2016
3417,D,San Francisco,Hours Worked,90,12/04/2016,12,Apr,2016
3418,D,San Francisco,Hours Worked,104,15/04/2016,15,Apr,2016
3419,D,San Francisco,Production B,16,13/04/2016,13,Apr,2016
3420,D,San Francisco,Production B,33,12/04/2016,12,Apr,2016
3421,D,San Francisco,Production B,33,14/04/2016,14,Apr,2016
3422,G,Irvine,Production A,37,24/04/2016,24,Apr,2016
3423,G,Irvine,Production A,25,26/04/2016,26,Apr,2016
3424,G,Irvine,Production A,68,28/04/2016,28,Apr,2016
3425,E,San Diego,Hours Worked,115,26/12/2015,26,Dec,2015
3426,E,San Diego,Hours Worked,121,22/12/2015,22,Dec,2015
3427,E,San Diego,Hours Worked,80,21/12/2015,21,Dec,2015
3428,F,San Mateo,Production A,88,06/01/2016,06,Jan,2016
3429,F,San Mateo,Hours Worked,101,09/01/2016,09,Jan,2016
3430,F,San Mateo,Hours Worked,83,06/01/2016,06,Jan,2016
3431,F,San Mateo,Hours Worked,83,04/01/2016,04,Jan,2016
3432,B,San Diego,Production A,50,10/01/2016,10,Jan,2016
3433,B,San Diego,Production B,43,10/01/2016,10,Jan,2016
3434,B,San Diego,Hours Worked,118,13/01/2016,13,Jan,2016
3435,B,San Diego,Hours Worked,89,15/01/2016,15,Jan,2016
3436,B,San Diego,Hours Worked,100,16/01/2016,16,Jan,2016
3437,B,San Diego,Hours Worked,105,10/01/2016,10,Jan,2016
3438,B,San Diego,Hours Worked,117,14/01/2016,14,Jan,2016
3439,C,San Diego,Hours Worked,111,15/01/2016,15,Jan,2016
3440,C,San Diego,Hours Worked,103,13/01/2016,13,Jan,2016
3441,C,San Diego,Hours Worked,87,12/01/2016,12,Jan,2016
3442,C,San Diego,Hours Worked,108,14/01/2016,14,Jan,2016
3443,C,San Diego,Hours Worked,104,16/01/2016,16,Jan,2016
3444,C,San Diego,Production B,13,12/01/2016,12,Jan,2016
3445,C,San Diego,Production A,70,12/01/2016,12,Jan,2016
3446,G,Irvine,Hours Worked,107,23/01/2016,23,Jan,2016
3447,G,Irvine,Production A,25,22/01/2016,22,Jan,2016
3448,G,Irvine,Production A,29,21/01/2016,21,Jan,2016
3449,G,Irvine,Hours Worked,93,22/01/2016,22,Jan,2016
3450,G,Irvine,Hours Worked,119,21/01/2016,21,Jan,2016
3451,G,Irvine,Hours Worked,108,17/01/2016,17,Jan,2016
3452,G,Irvine,Production A,52,17/01/2016,17,Jan,2016
3453,G,Irvine,Production A,81,23/01/2016,23,Jan,2016
3454,D,San Francisco,Production A,27,28/01/2016,28,Jan,2016
